ID,USIA,GENDER,PKRJ_ORTU,GAJI_ORTU,KECAMATAN,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,PARTAI_LEGISLATIF,PARTAI_PRES,CAPRES,SKOR_TOTAL,KELAS
393,17,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PAN,Prabowo Subianto,23,Sedang
394,17,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Tidak,Tidak tahu,Ya,Tidak tahu,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,21,Sedang
395,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Tidak tahu,Kurang Setuju,Ya,Jarang,Ya,Mungkin,Ragu-ragu,Perindo,PDIP,Belum menentukan pilihan,20,Sedang
396,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Ngombol,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Tidak,Tidak,Tidak terpengaruh,PKS,PKS,Ganjar Pranowo,25,Sedang
397,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,PDIP,Belum menentukan pilihan,27,Tinggi
398,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Sangat mengetahui,Ya,Keinginan sendiri,Tidak Setuju,Ya,Sering,Tidak,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,30,Tinggi
399,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,PDIP,Belum menentukan pilihan,27,Tinggi
400,17,Perempuan,PNS,"Rp5.000.000 - Rp10.000.000,00",Bayan,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Jarang,Ya,Mungkin,Tidak terpengaruh,Demokrat,Demokrat,Belum menentukan pilihan,23,Sedang
401,17,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,25,Sedang
402,17,Perempuan,Karyawan Swasta,"Rp5.000.000 - Rp10.000.000,00",Kutoarjo,Ya,Sangat mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,29,Tinggi
403,17,Perempuan,Lainnya,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,26,Tinggi
404,17,Perempuan,Lainnya,"<Rp1.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,22,Sedang
405,17,Perempuan,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,29,Tinggi
406,17,Perempuan,Lainnya,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,27,Tinggi
407,16,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Tidak,Kurang tahu,Tidak,Tidak tahu,Kurang Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,22,Sedang
408,17,Perempuan,Tidak Bekerja,"<Rp1.000.000,00",Grabag,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Prabowo Subianto,27,Tinggi
409,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Nasdem,Belum menentukan pilihan,27,Tinggi
410,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Ragu-ragu,Golkar,Demokrat,Belum menentukan pilihan,25,Sedang
411,17,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Mungkin,Mungkin,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
412,16,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Tidak,Tidak tahu,Tidak,Tidak tahu,Kurang Setuju,Ya,Sering,Mungkin,Tidak,Tidak terpengaruh,PAN,Demokrat,Belum menentukan pilihan,22,Sedang
413,16,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Tidak pernah,Ya,Mungkin,Tidak terpengaruh,PDIP,PKB,Belum menentukan pilihan,23,Sedang
414,17,Perempuan,Wirausaha,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,27,Tinggi
415,16,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Nasdem,Belum menentukan pilihan,25,Sedang
416,16,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,28,Tinggi
417,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
418,19,Laki-laki,Buruh,"<Rp1.000.000,00",Kutoarjo,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Tidak pernah,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,21,Sedang
419,16,Perempuan,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Belum menentukan pilihan,24,Sedang
420,17,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Tidak pernah,Mungkin,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Belum menentukan pilihan,21,Sedang
421,17,Perempuan,Buruh,"<Rp1.000.000,00",Ngombol,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Lainnya,25,Sedang
422,17,Perempuan,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Bayan,Tidak,Kurang tahu,Tidak,Keinginan sendiri,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,27,Tinggi
423,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
424,16,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PAN,PDIP,Ganjar Pranowo,27,Tinggi
425,16,Perempuan,Guru,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,PDIP,Belum menentukan pilihan,25,Sedang
426,16,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
427,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,27,Tinggi
428,18,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PAN,PPP,Anies Baswedan ,27,Tinggi
429,17,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Keinginan sendiri,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Terpengaruh,PDIP,PDIP,Ganjar Pranowo,27,Tinggi
430,17,Perempuan,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Tidak,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Demokrat,Prabowo Subianto,26,Tinggi
431,17,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,PKB,Belum menentukan pilihan,23,Sedang
432,17,Perempuan,Buruh,"<Rp1.000.000,00",Grabag,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,29,Tinggi
433,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Gerindra,Prabowo Subianto,26,Tinggi
434,18,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,27,Tinggi
435,17,Laki-laki,Wirausaha,"Rp5.000.000 - Rp10.000.000,00",Kemiri,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Sering,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,27,Tinggi
436,17,Laki-laki,Lainnya,"Rp5.000.000 - Rp10.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Keinginan sendiri,Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,25,Sedang
437,16,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Golkar,Prabowo Subianto,24,Sedang
438,16,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,25,Sedang
439,17,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Gebang,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,28,Tinggi
440,16,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Gerindra,Prabowo Subianto,28,Tinggi
441,16,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Bruno,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,26,Tinggi
442,17,Laki-laki,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
443,17,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Bruno,Ya,Mengetahui,Ya,Keinginan sendiri,Tidak Setuju,Ya,Kadang-kadang,Tidak,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,28,Tinggi
444,17,Laki-laki,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
445,18,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PKB,Golkar,Belum menentukan pilihan,26,Tinggi
446,17,Laki-laki,Lainnya,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,26,Tinggi
447,16,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PAN,PDIP,Ganjar Pranowo,23,Sedang
448,17,Laki-laki,Karyawan Swasta,"Rp5.000.000 - Rp10.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Gerindra,Prabowo Subianto,28,Tinggi
449,17,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,27,Tinggi
450,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Golkar,Prabowo Subianto,23,Sedang
451,17,Perempuan,Karyawan Swasta,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,PDIP,Prabowo Subianto,27,Tinggi
452,17,Perempuan,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Setuju,Ya,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,Perindo,PDIP,Anies Baswedan,22,Sedang
453,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PKB,Golkar,Belum menentukan pilihan,26,Tinggi
454,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Tidak,Jarang,Mungkin,Tidak,Tidak terpengaruh,Demokrat,PKB,Ganjar Pranowo,21,Sedang
455,18,Perempuan,Buruh,"<Rp1.000.000,00",Bruno,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Mungkin,Mungkin,Ragu-ragu,PKB,PKB,Belum menentukan pilihan,22,Sedang
456,17,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,25,Sedang
457,17,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Tidak pernah,Tidak,Tidak,Tidak terpengaruh,PKB,PKB,Belum menentukan pilihan,22,Sedang
458,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Gebang,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,27,Tinggi
459,17,Perempuan,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Prabowo Subianto,28,Tinggi
460,17,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Sangat mengetahui,Ya,Orang tua - keluarga atau Teman,Setuju,Ya,Kadang-kadang,Ya,Mungkin,Terpengaruh,PDIP,PDIP,Prabowo Subianto,24,Sedang
461,18,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PAN,Gerindra,Prabowo Subianto,28,Tinggi
462,17,Laki-laki,Karyawan Swasta,"<Rp1.000.000,00",Kemiri,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,24,Sedang
463,17,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Bruno,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,PAN,Gerindra,Prabowo Subianto,26,Tinggi
464,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PAN,Belum menentukan pilihan,26,Tinggi
465,16,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
466,17,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Bruno,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Tidak,Jarang,Ya,Mungkin,Tidak terpengaruh,Golkar,Gerindra,Prabowo Subianto,24,Sedang
467,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PAN,PAN,Prabowo Subianto,25,Sedang
468,18,Perempuan,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Kurang Setuju,Tidak,Tidak pernah,Ya,Tidak,Tidak terpengaruh,PAN,PAN,Prabowo Subianto,23,Sedang
469,17,Perempuan,Lainnya,"<Rp1.000.000,00",Kutoarjo,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Tidak,Tidak,Ragu-ragu,PDIP,PAN,Belum menentukan pilihan,22,Sedang
470,17,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,24,Sedang
471,17,Perempuan,Buruh,"<Rp1.000.000,00",Bruno,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Nasdem,PDIP,Anies Baswedan,28,Tinggi
472,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Bruno,Ya,Kurang tahu,Ya,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PAN,Belum menentukan pilihan,24,Sedang
473,17,Perempuan,Lainnya,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Demokrat,Prabowo Subianto,28,Tinggi
474,17,Perempuan,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PAN,Gerindra,Prabowo Subianto,27,Tinggi
475,17,Perempuan,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
476,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,27,Tinggi
477,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Ya,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,Nasdem,Anies Baswedan,25,Sedang
478,16,Perempuan,Wirausaha,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Belum menentukan pilihan,24,Sedang
479,18,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Sangat mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Mungkin,Tidak,Ragu-ragu,Golkar,Golkar,Belum menentukan pilihan,25,Sedang
480,16,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PAN,PAN,Ganjar Pranowo,28,Tinggi
481,17,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Tidak pernah,Mungkin,Tidak,Tidak terpengaruh,Golkar,Demokrat,Anies Baswedan,23,Sedang
482,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,28,Tinggi
483,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Belum menentukan pilihan,26,Tinggi
484,16,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,24,Sedang
485,18,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Prabowo Subianto,26,Tinggi
486,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,25,Sedang
487,17,Perempuan,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,Gerindra,Prabowo Subianto,27,Tinggi
488,18,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Tidak,Kurang tahu,Ya,Tidak tahu,Tidak Setuju,Tidak,Tidak pernah,Mungkin,Tidak,Tidak terpengaruh,Golkar,PDIP,Belum menentukan pilihan,20,Sedang
489,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Bruno,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,25,Sedang
490,17,Laki-laki,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Tidak,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,27,Tinggi
491,16,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Ya,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Gerindra,Lainnya,27,Tinggi
